model1_base_cox_craw,model1_base_cox_cadj,model1_base_cox_auc_365,model1_base_cox_auc_730,model1_base_cox_auc_1095,model1_base_cox_auc_endpoint,model2_geom_cox_craw,model2_geom_cox_cadj,model2_geom_cox_auc_365,model2_geom_cox_auc_730,model2_geom_cox_auc_1095,model2_geom_cox_auc_endpoint,model3_full_cox_craw,model3_full_cox_cadj,model3_full_cox_auc_365,model3_full_cox_auc_730,model3_full_cox_auc_1095,model3_full_cox_auc_endpoint,model4_tree_auto_craw,model4_tree_auto_cadj,model4_tree_auto_auc_365,model4_tree_auto_auc_730,model4_tree_auto_auc_1095,model4_tree_auto_auc_endpoint,model5_mlp_auto_craw,model5_mlp_auto_cadj,model5_mlp_auto_auc_365,model5_mlp_auto_auc_730,model5_mlp_auto_auc_1095,model5_mlp_auto_auc_endpoint,model6_ensemble_auto_craw,model6_ensemble_auto_cadj,model6_ensemble_auto_auc_365,model6_ensemble_auto_auc_730,model6_ensemble_auto_auc_1095,model6_ensemble_auto_auc_endpoint,model2_geom_cox_nri_ep,model2_geom_cox_idi_ep,model3_full_cox_nri_ep,model3_full_cox_idi_ep,model4_tree_auto_nri_ep,model4_tree_auto_idi_ep,model5_mlp_auto_nri_ep,model5_mlp_auto_idi_ep,model6_ensemble_auto_nri_ep,model6_ensemble_auto_idi_ep,model6_ensemble_balanced_accuracy_thr_oob,model6_ensemble_f1_thr_oob,model6_ensemble_mcc_thr_oob,model6_ensemble_sensitivity_thr_oob,model6_ensemble_specificity_thr_oob
0.41935483870967744,0.5806451612903225,0.4904214559386973,0.4904214559386973,0.4904214559386973,0.4904214559386973,0.6129032258064516,0.6129032258064516,0.41762452107279696,0.41762452107279696,0.41762452107279696,0.41762452107279696,0.8064516129032258,0.8064516129032258,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.45161290322580644,0.5483870967741935,0.5498084291187739,0.5498084291187739,0.5498084291187739,0.5498084291187739,0.6129032258064516,0.6129032258064516,0.6417624521072797,0.6417624521072797,0.6417624521072797,0.6417624521072797,0.6129032258064516,0.6129032258064516,0.5977011494252874,0.5977011494252874,0.5977011494252874,0.5977011494252874,-0.16091954022988508,-0.09484310544711594,-0.026819923371647514,-171.62070467026524,0.0,0.03120184269261614,0.0,0.06954187241324705,0.0,0.052288879907586516,0.5201149425287356,0.20689655172413793,0.0299792053144164,0.3333333333333333,0.7068965517241379
0.3333333333333333,0.6666666666666667,0.5023809523809524,0.5023809523809524,0.5023809523809524,0.5023809523809524,0.6666666666666666,0.6666666666666666,0.38809523809523805,0.38809523809523805,0.38809523809523805,0.38809523809523805,1.0,1.0,0.4357142857142857,0.4357142857142857,0.4357142857142857,0.4357142857142857,0.5555555555555556,0.5555555555555556,0.49523809523809526,0.49523809523809526,0.49523809523809526,0.49523809523809526,0.6666666666666666,0.6666666666666666,0.7357142857142857,0.7357142857142857,0.7357142857142857,0.7357142857142857,0.5555555555555556,0.5555555555555556,0.5976190476190476,0.5976190476190476,0.5976190476190476,0.5976190476190476,-0.17619047619047623,-0.4477932989682384,-0.023809523809523836,-1.9810260515027431,0.0,-0.02897020094234566,0.0,0.11992313259287446,0.0,0.05292114109206425,0.5261904761904762,0.17391304347826086,0.03757966949416111,0.2857142857142857,0.7666666666666667
0.3951612903225806,0.6048387096774194,0.2635294117647059,0.2635294117647059,0.2635294117647059,0.2635294117647059,0.6451612903225806,0.6451612903225806,0.41647058823529404,0.41647058823529404,0.41647058823529404,0.41647058823529404,0.49193548387096775,0.5080645161290323,0.4011764705882353,0.4011764705882353,0.4011764705882353,0.4011764705882353,0.4596774193548387,0.5403225806451613,0.6152941176470588,0.6152941176470588,0.6152941176470588,0.6152941176470588,0.6370967741935484,0.6370967741935484,0.7341176470588235,0.7341176470588235,0.7341176470588235,0.7341176470588235,0.5645161290322581,0.5645161290322581,0.7176470588235294,0.7176470588235294,0.7176470588235294,0.7176470588235294,-0.13647058823529412,-0.44709630262064615,-0.2164705882352942,-296.6435469179494,0.0,0.12696259182791475,0.0,0.2762487302202422,0.0,0.20906996943877487,0.6341176470588236,0.46511627906976744,0.23952275692943348,0.5882352941176471,0.68
0.47368421052631576,0.5263157894736843,0.28596491228070176,0.28596491228070176,0.28596491228070176,0.28596491228070176,0.8157894736842105,0.8157894736842105,0.5210526315789474,0.5210526315789474,0.5210526315789474,0.5210526315789474,0.5526315789473685,0.5526315789473685,0.30350877192982456,0.30350877192982456,0.30350877192982456,0.30350877192982456,0.5526315789473685,0.5526315789473685,0.7210526315789474,0.7210526315789474,0.7210526315789474,0.7210526315789474,0.8421052631578947,0.8421052631578947,0.8438596491228071,0.8438596491228071,0.8438596491228071,0.8438596491228071,0.7368421052631579,0.7368421052631579,0.843859649122807,0.843859649122807,0.843859649122807,0.843859649122807,-0.37192982456140355,-0.34061895899922867,-0.6526315789473685,-0.6428462528804542,0.0,0.2363977485396028,0.0,0.4002714415581663,0.0,0.3265282830050681,0.7008771929824561,0.4117647058823529,0.2985782758475665,0.7,0.7017543859649122
0.6697247706422018,0.6697247706422018,0.41299019607843135,0.41299019607843135,0.41299019607843135,0.41299019607843135,0.6788990825688074,0.6788990825688074,0.4362745098039216,0.4362745098039216,0.4362745098039216,0.4362745098039216,0.6513761467889908,0.6513761467889908,0.5355392156862746,0.5355392156862746,0.5355392156862746,0.5355392156862746,0.5137614678899083,0.5137614678899083,0.6274509803921569,0.6274509803921569,0.6274509803921569,0.6274509803921569,0.6788990825688074,0.6788990825688074,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.5779816513761468,0.5779816513761468,0.7928921568627451,0.7928921568627451,0.7928921568627451,0.7928921568627451,-0.32352941176470584,-0.45920451371886206,0.09803921568627455,1.2586944110220941,0.0,0.19080135269790915,0.0,0.39572745536318954,0.0,0.3035107150475236,0.6752450980392157,0.5,0.31166002782554014,0.625,0.7254901960784313
0.3253012048192771,0.6746987951807228,0.4528301886792453,0.4528301886792453,0.4528301886792453,0.4528301886792453,0.6385542168674698,0.6385542168674698,0.49056603773584906,0.49056603773584906,0.49056603773584906,0.49056603773584906,0.5783132530120482,0.5783132530120482,0.4460916442048517,0.4460916442048517,0.4460916442048517,0.4460916442048517,0.5542168674698795,0.5542168674698795,0.8301886792452831,0.8301886792452831,0.8301886792452831,0.8301886792452831,0.8192771084337349,0.8192771084337349,0.8598382749326146,0.8598382749326146,0.8598382749326146,0.8598382749326146,0.6987951807228916,0.6987951807228916,0.871967654986523,0.871967654986523,0.871967654986523,0.871967654986523,0.2237196765498653,-0.052211815995792055,-0.5013477088948787,-92.23751473017731,0.0,0.22740114822205126,0.0,0.40748159436433284,0.0,0.32644542651567365,0.7176549865229112,0.5294117647058824,0.3867556286209686,0.6428571428571429,0.7924528301886793
0.4423076923076923,0.5576923076923077,0.30194805194805197,0.30194805194805197,0.30194805194805197,0.30194805194805197,0.5384615384615384,0.5384615384615384,0.30681818181818177,0.30681818181818177,0.30681818181818177,0.30681818181818177,0.6538461538461539,0.6538461538461539,0.49025974025974023,0.49025974025974023,0.49025974025974023,0.49025974025974023,0.4807692307692308,0.5192307692307692,0.6412337662337663,0.6412337662337663,0.6412337662337663,0.6412337662337663,0.6346153846153846,0.6346153846153846,0.7711038961038961,0.7711038961038961,0.7711038961038961,0.7711038961038961,0.5769230769230769,0.5769230769230769,0.711038961038961,0.711038961038961,0.711038961038961,0.711038961038961,-0.7077922077922079,-0.6142065121003756,0.16558441558441556,-176.9235234501952,0.0,0.18177212293806427,0.0,0.28930581336773786,0.0,0.24091570100341925,0.6477272727272727,0.3870967741935484,0.23917572831192477,0.5454545454545454,0.75
0.47058823529411764,0.5294117647058824,0.4176245210727969,0.4176245210727969,0.4176245210727969,0.4176245210727969,0.4117647058823529,0.5882352941176471,0.4099616858237548,0.4099616858237548,0.4099616858237548,0.4099616858237548,0.6176470588235294,0.6176470588235294,0.5862068965517242,0.5862068965517242,0.5862068965517242,0.5862068965517242,0.5,0.5,0.6436781609195402,0.6436781609195402,0.6436781609195402,0.6436781609195402,0.6176470588235294,0.6176470588235294,0.7375478927203065,0.7375478927203065,0.7375478927203065,0.7375478927203065,0.5588235294117647,0.5588235294117647,0.6609195402298851,0.6609195402298851,0.6609195402298851,0.6609195402298851,-0.11111111111111116,-0.4668507292294646,0.367816091954023,-84.42980077560638,0.0,0.14559198132416443,0.0,0.22137496844915394,0.0,0.18727264751563472,0.6312260536398467,0.3225806451612903,0.1905757854431956,0.5555555555555556,0.7068965517241379
0.4647887323943662,0.5352112676056338,0.48433048433048437,0.48433048433048437,0.48433048433048437,0.48433048433048437,0.39436619718309857,0.6056338028169015,0.3062678062678063,0.3062678062678063,0.3062678062678063,0.3062678062678063,0.7887323943661971,0.7887323943661971,0.4672364672364672,0.4672364672364672,0.4672364672364672,0.4672364672364672,0.4507042253521127,0.5492957746478873,0.6737891737891739,0.6737891737891739,0.6737891737891739,0.6737891737891739,0.6901408450704225,0.6901408450704225,0.7578347578347578,0.7578347578347578,0.7578347578347578,0.7578347578347578,0.5633802816901409,0.5633802816901409,0.7008547008547009,0.7008547008547009,0.7008547008547009,0.7008547008547009,-0.6068376068376069,-0.2670983132545446,-0.1452991452991454,-91.49341069601947,0.0,0.1990083319510958,0.0,0.2838285120927626,0.0,0.24565943309579386,0.6196581196581197,0.3870967741935484,0.2135042050734495,0.46153846153846156,0.7777777777777778
0.59375,0.59375,0.4386973180076628,0.4386973180076628,0.4386973180076628,0.4386973180076628,0.59375,0.59375,0.5440613026819924,0.5440613026819924,0.5440613026819924,0.5440613026819924,0.78125,0.78125,0.5804597701149425,0.5804597701149425,0.5804597701149425,0.5804597701149425,0.3125,0.6875,0.7758620689655172,0.7758620689655172,0.7758620689655172,0.7758620689655172,0.75,0.75,0.8716475095785441,0.8716475095785441,0.8716475095785441,0.8716475095785441,0.46875,0.53125,0.8180076628352491,0.8180076628352491,0.8180076628352491,0.8180076628352491,-0.07662835249042149,-0.21694436139047601,0.5900383141762453,0.7725583063191153,0.0,0.2505711822889167,0.0,0.5086630464480619,0.0,0.39252171118496676,0.7423371647509578,0.42424242424242425,0.34470328405002015,0.7777777777777778,0.7068965517241379
