seed,tree_backend,threshold_used_from_main_oob_balanced_acc,model4_tree_auc_1095,model5_mlp_auc_1095,model6_ens_auc_1095,model4_tree_auc_endpoint,model5_mlp_auc_endpoint,model6_ensemble_auc_endpoint,model6_ba_thr_oob,model6_f1_thr_oob,model6_sens_thr_oob,model6_spec_thr_oob,model6_mcc_thr_oob,model4_tree_cadj,model5_mlp_cadj,model6_ens_cadj,model4_tree_craw,model5_mlp_craw,model6_ens_craw
20260501,xgboost,0.14706838876008987,0.6700374531835206,0.643820224719101,0.643820224719101,0.6700374531835206,0.643820224719101,0.643820224719101,0.5267790262172285,0.14965986394557823,0.7333333333333333,0.3202247191011236,0.03084100513731191,0.6612377850162866,0.6530944625407166,0.6530944625407166,0.6612377850162866,0.6530944625407166,0.6530944625407166
20260538,xgboost,0.14706838876008987,0.6790262172284645,0.549438202247191,0.549438202247191,0.6790262172284645,0.549438202247191,0.549438202247191,0.5194756554307116,0.14414414414414414,0.5333333333333333,0.5056179775280899,0.02085721053425387,0.6710097719869706,0.5464169381107492,0.5464169381107492,0.6710097719869706,0.5464169381107492,0.5464169381107492
20260574,xgboost,0.14706838876008987,0.6842696629213483,0.6179775280898876,0.6179775280898876,0.6842696629213483,0.6179775280898876,0.6179775280898876,0.5071161048689139,0.14285714285714285,0.7333333333333333,0.2808988764044944,0.008488357962229472,0.6669381107491856,0.6294788273615635,0.6294788273615635,0.6669381107491856,0.6294788273615635,0.6294788273615635
